state_po,topic,lvl,month,pct
VA,Game reference,0,may,0.68
ID,Game reference,0,may,0.8
DC,Game reference,0,may,0.47
OK,Game reference,0,may,1.15
NC,Game reference,0,may,0.89
PA,Game reference,0,may,0.91
PR,Game reference,0,may,0.75
NY,Ad campaign optimization,0,may,0.04
NY,Arithmetic,0,may,0.03
CA,Ingredient preparation,0,may,0.02
WA,Physical properties,1,may,0.06
CA,Discussion posts,0,may,0.15
WA,Discussion posts,0,may,0.22
FL,Discussion posts,0,may,0.15
TN,Recipe requests,0,may,0.27
OH,Recipe requests,0,may,0.26
IL,Recipe requests,0,may,0.22
PA,Recipe requests,0,may,0.21
MN,Role discovery,0,may,0.13
IL,Role discovery,0,may,0.06
TX,Role discovery,0,may,0.07
MA,Data analysis reasoning,0,apr,0.1
CO,Build pipelines,0,apr,0.09
PA,Tone rewriting,0,apr,0.54
LA,Tone rewriting,0,apr,0.44
SC,Tone rewriting,0,apr,0.58
WI,Tone rewriting,0,apr,0.35
NV,Tone rewriting,0,apr,0.52
CA,Makeup,0,apr,0.05
CA,Business registration,0,apr,0.04
NY,Business registration,0,apr,0.03
CT,ML and data science,1,apr,0.23
OR,ML and data science,1,apr,0.2
DC,ML and data science,1,apr,0.35
UT,ML and data science,1,apr,0.29
MO,Contract drafting,0,apr,0.21
TN,Contract drafting,0,apr,0.23
NJ,Contract drafting,0,apr,0.17
AZ,Contract drafting,0,apr,0.24
MI,Contract drafting,0,apr,0.16
TX,Contract drafting,0,apr,0.16
IN,Interactive fiction,0,apr,0.25
TX,Interactive fiction,0,apr,0.18
MI,Interactive fiction,0,apr,0.25
FL,Interactive fiction,0,apr,0.17
CA,Political strategy,0,apr,0.01
AZ,Religion and Spirituality,1,apr,0.21
TN,Religion and Spirituality,1,apr,0.29
VA,Religion and Spirituality,1,apr,0.25
GA,Religion and Spirituality,1,apr,0.21
IL,Religion and Spirituality,1,apr,0.21
VA,Empty inputs,1,apr,0.14
NJ,Empty inputs,1,apr,0.14
WA,Empty inputs,1,apr,0.09
FL,Empty inputs,1,apr,0.11
ME,Document Processing & Extraction,2,apr,3.67
KS,Document Processing & Extraction,2,apr,2.81
UT,Document Processing & Extraction,2,apr,2.64
WI,Document Processing & Extraction,2,apr,2.67
CT,Document Processing & Extraction,2,apr,3.38
LA,Document Processing & Extraction,2,apr,3.17
TN,Document Processing & Extraction,2,apr,2.86
KY,AI agent design,1,apr,0.57
GA,AI agent design,1,apr,0.43
AZ,AI agent design,1,apr,0.54
IL,Workplace conflict,0,apr,0.25
DC,Workplace conflict,0,apr,0.33
OR,Workplace conflict,0,apr,0.21
TX,Workplace conflict,0,apr,0.23
NV,Workplace conflict,0,apr,0.26
TN,Medical education,0,apr,0.28
WA,Medical education,0,apr,0.16
CA,Medical education,0,apr,0.18
OH,Medical education,0,apr,0.34
CA,Outbound validation,0,apr,0.02
GA,Data pipelines,0,apr,0.13
CO,Data pipelines,0,apr,0.1
NH,Education & Learning,2,apr,11.35
IA,Education & Learning,2,apr,14.82
MD,Education & Learning,2,apr,11.75
ID,Education & Learning,2,apr,8.23
UT,Education & Learning,2,apr,9.82
TX,Education & Learning,2,apr,11.22
AL,Education & Learning,2,apr,12.25
SD,Education & Learning,2,apr,9
NC,Education & Learning,2,apr,11.69
CA,Structured data output,0,apr,0.02
NY,Litigation procedure,0,apr,0.06
WA,UI behavior,0,apr,0.19
MI,UI behavior,0,apr,0.15
CA,UI behavior,0,apr,0.12
AZ,UI behavior,0,apr,0.23
FL,UI behavior,0,apr,0.16
FL,Salary benchmarks,0,apr,0.13
MI,Salary benchmarks,0,apr,0.13
NY,Workplace messaging,0,apr,0.2
OH,Workplace messaging,0,apr,0.18
GA,Workplace messaging,0,apr,0.21
CA,Workplace messaging,0,apr,0.22
TX,Digital products,0,apr,0.1
MI,Forms and documents,0,apr,0.13
MN,Speech writing,0,apr,0.23
NC,Speech writing,0,apr,0.23
MO,Speech writing,0,apr,0.22
PA,Speech writing,0,apr,0.27
FL,Device setup,1,apr,0.19
CO,Device setup,1,apr,0.17
MI,Device setup,1,apr,0.19
VA,Investigative reporting,0,apr,0.1
TX,Real estate careers,0,apr,0.04
FL,Grant writing,1,apr,0.2
CT,Grant writing,1,apr,0.28
IL,Grant writing,1,apr,0.13
VA,Grant writing,1,apr,0.31
NY,Grant writing,1,apr,0.23
CA,Grant writing,1,apr,0.24
IL,Research hypothesis generation,0,apr,0.1
NY,Audience research,0,apr,0.03
GA,Hobbies and lifestyle — other,1,apr,0.32
UT,Hobbies and lifestyle — other,1,apr,0.62
MN,Hobbies and lifestyle — other,1,apr,0.59
IL,Hobbies and lifestyle — other,1,apr,0.39
WA,Hobbies and lifestyle — other,1,apr,0.45
MN,Criminal and property law,1,apr,0.18
NC,Structural feedback,0,apr,0.26
NJ,Structural feedback,0,apr,0.24
OR,Structural feedback,0,apr,0.23
PA,Structural feedback,0,apr,0.28
IL,3D modeling,0,apr,0.06
MA,Psychology concepts,0,apr,0.11
NV,Company and deal research,1,apr,0.65
OR,Company and deal research,1,apr,0.28
UT,Company and deal research,1,apr,0.57
OR,Project tracking,0,apr,0.49
NC,Project tracking,0,apr,0.4
CA,Project tracking,0,apr,0.47
GA,Project tracking,0,apr,0.48
OH,API debugging,0,apr,0.44
NV,API debugging,0,apr,0.55
PA,API debugging,0,apr,0.35
WI,API debugging,0,apr,0.29
NJ,API debugging,0,apr,0.33
MN,API debugging,0,apr,0.38
NC,API debugging,0,apr,0.4
WA,API debugging,0,apr,0.34
CO,Flights,0,apr,0.12
NJ,Flights,0,apr,0.13
PA,Flights,0,apr,0.09
PA,Invoicing,0,apr,0.18
WA,Invoicing,0,apr,0.17
NC,Invoicing,0,apr,0.2
IL,Invoicing,0,apr,0.26
NY,Regulatory rules,1,apr,0.46
AZ,Regulatory rules,1,apr,0.44
FL,Regulatory rules,1,apr,0.47
PA,Regulatory rules,1,apr,0.38
GA,Regulatory rules,1,apr,0.31
MO,Politics and public record,1,apr,0.39
OR,Politics and public record,1,apr,0.34
WI,Politics and public record,1,apr,0.41
AL,Politics and public record,1,apr,0.48
MD,Politics and public record,1,apr,0.53
UT,Politics and public record,1,apr,0.53
AR,Politics and public record,1,apr,0.63
CO,Politics and public record,1,apr,0.43
MD,Gardening,0,apr,0.27
PA,Gardening,0,apr,0.45
AL,Gardening,0,apr,0.5
OR,Gardening,0,apr,0.47
MA,Gardening,0,apr,0.42
MN,Real estate search,0,apr,0.17
MA,Investment banking careers,0,apr,0.08
TX,AI model comparisons,0,apr,0.12
MI,AI model comparisons,0,apr,0.17
TX,Invoice reconciliation,0,apr,0.03
CA,AI product development,0,apr,0.29
NC,AI product development,0,apr,0.29
WA,AI product development,0,apr,0.2
NJ,Image prompt writing,0,apr,0.23
GA,Image prompt writing,0,apr,0.25
IN,Image prompt writing,0,apr,0.19
VA,Image prompt writing,0,apr,0.14
NY,Image prompt writing,0,apr,0.24
FL,Technical documentation,0,apr,0.09
CA,Industry and technology,0,apr,0.02
NY,Manuscript critique,0,apr,0.11
GA,Manuscript critique,0,apr,0.12
WA,Manuscript critique,0,apr,0.13
FL,News writing,0,apr,0.14
WA,News writing,0,apr,0.11
IA,Product comparison,0,may,1.22
KS,Product comparison,0,may,1.34
ME,Product comparison,0,may,1.3
ID,Product comparison,0,may,1.24
RI,Product comparison,0,may,1.03
SC,Product comparison,0,may,1.39
DC,Product comparison,0,may,1.06
NC,Product comparison,0,may,1.21
NY,Audio engineering,0,may,0.02
PA,Entitlements and rules,1,may,0.61
VA,Entitlements and rules,1,may,0.71
NE,Entitlements and rules,1,may,0.6
IL,Entitlements and rules,1,may,0.67
NJ,Entitlements and rules,1,may,0.66
DE,Entitlements and rules,1,may,1.09
WA,Cybersecurity & Threat Detection,2,may,0.27
AZ,Cybersecurity & Threat Detection,2,may,0.33
TN,Cybersecurity & Threat Detection,2,may,0.3
CA,Cybersecurity & Threat Detection,2,may,0.22
OK,Cybersecurity & Threat Detection,2,may,0.4
CO,Cybersecurity & Threat Detection,2,may,0.33
MN,Cybersecurity & Threat Detection,2,may,0.3
FL,Follow-up emails,0,may,0.11
CA,Cross-domain insight synthesis,0,may,0.21
MN,Cross-domain insight synthesis,0,may,0.29
WA,Cross-domain insight synthesis,0,may,0.28
NJ,Cross-domain insight synthesis,0,may,0.17
OR,Cross-domain insight synthesis,0,may,0.31
MA,Studying abroad,0,may,0.09
FL,System triage dispatch,0,may,0.07
TX,Jokes,0,may,0.04
FL,Citations,0,may,0.03
MA,Desktop application debugging,0,may,0.06
IL,Instructional design,1,may,0.62
NV,Instructional design,1,may,0.61
OK,Instructional design,1,may,0.71
CT,Instructional design,1,may,0.87
NH,Instructional design,1,may,0.8
OH,Instructional design,1,may,0.77
CO,Instructional design,1,may,0.55
MS,Instructional design,1,may,1.17
CO,Home tech setup,1,may,0.41
ID,Home tech setup,1,may,0.53
FL,Home tech setup,1,may,0.42
MI,Rules and eligibility,0,may,0.33
NC,Rules and eligibility,0,may,0.3
WA,Rules and eligibility,0,may,0.31
DC,Rules and eligibility,0,may,0.27
CA,Bioinformatics,0,may,0.05
CA,Consumer electronics,0,may,0.24
CO,Consumer electronics,0,may,0.25
GA,Consumer electronics,0,may,0.22
SC,Consumer electronics,0,may,0.29
NJ,Consumer electronics,0,may,0.23
PA,Consumer electronics,0,may,0.25
MD,Consumer electronics,0,may,0.2
PR,Business Process & Operations,2,may,6.42
UT,Business Process & Operations,2,may,8.18
NC,Business Process & Operations,2,may,6.33
AR,Business Process & Operations,2,may,7
IL,Business Process & Operations,2,may,5.4
KS,Business Process & Operations,2,may,5.49
MN,Business Process & Operations,2,may,6.02
VA,Translation,1,may,0.23
CT,Translation,1,may,0.21
CO,Translation,1,may,0.13
CA,Financial analysis,0,may,0.11
FL,Workflow automation,0,may,0.13
GA,Workflow automation,0,may,0.1
GA,Test writing and running,1,may,0.13
OH,Plumbing fixtures,0,may,0.09
NY,Plumbing fixtures,0,may,0.07
NY,Credit,0,may,0.03
NY,Business communication,0,may,0.03
PA,Elections,0,may,0.1
HI,Research and evidence,1,may,1.39
IL,Research and evidence,1,may,1.46
RI,Research and evidence,1,may,1.42
VA,Research and evidence,1,may,1.39
OR,Answer explanation,0,may,0.33
WI,Answer explanation,0,may,0.53
TN,Answer explanation,0,may,0.2
NY,Answer explanation,0,may,0.38
MD,Answer explanation,0,may,0.46
UT,Answer explanation,0,may,0.28
PA,Answer explanation,0,may,0.39
MN,Essays,0,may,0.33
CT,DevOps & Infrastructure Operations,2,may,2.29
ME,DevOps & Infrastructure Operations,2,may,3.26
AZ,DevOps & Infrastructure Operations,2,may,3.02
IA,DevOps & Infrastructure Operations,2,may,3.73
ID,DevOps & Infrastructure Operations,2,may,3.5
NM,DevOps & Infrastructure Operations,2,may,3.92
OK,DevOps & Infrastructure Operations,2,may,3.35
TN,DevOps & Infrastructure Operations,2,may,2.74
DC,DevOps & Infrastructure Operations,2,may,2.06
TX,Marketing technology,0,may,0.22
PA,Marketing technology,0,may,0.17
IL,Marketing technology,0,may,0.13
MO,Marketing technology,0,may,0.27
TX,Appliance repair,0,may,0.11
OR,Appliance repair,0,may,0.19
DC,Economic theory,0,may,0.39
PA,Business strategy decks,0,may,0.13
WA,Business strategy decks,0,may,0.11
IL,Business strategy decks,0,may,0.2
VA,Business strategy decks,0,may,0.1
CA,Conflict forecasting,0,may,0.02
FL,Conflict forecasting,0,may,0.04
CA,Dietary supplements,0,may,0.11
WA,Dietary supplements,0,may,0.14
GA,Dietary supplements,0,may,0.14
OR,Proactive activity scanning,0,may,0.53
TX,Proactive activity scanning,0,may,0.57
NY,Proactive activity scanning,0,may,0.39
FL,Property operations,0,may,0.12
CT,Personal logging,0,may,0.28
NY,Personal logging,0,may,0.28
VA,Personal logging,0,may,0.23
TX,Personal logging,0,may,0.19
FL,Oven baking,0,may,0.07
GA,Parts sourcing,1,may,0.06
NY,Parts sourcing,1,may,0.06
MD,Software development — other,1,may,0.78
KY,Software development — other,1,may,1.21
NJ,Software development — other,1,may,0.92
LA,Software development — other,1,may,1.04
TN,Software development — other,1,may,1.05
CO,Software development — other,1,may,0.75
NV,Software development — other,1,may,0.98
MI,Embedded systems,0,may,0.11
MD,Embedded systems,0,may,0.1
OR,Embedded systems,0,may,0.14
CO,Embedded systems,0,may,0.1
NY,Complaint letters,0,may,0.1
VA,Character roleplay,0,may,0.2
MD,Character roleplay,0,may,0.12
CA,Character roleplay,0,may,0.08
MO,Code refactoring,0,may,0.16
NV,Code refactoring,0,may,0.19
DC,Code refactoring,0,may,0.24
MN,Code refactoring,0,may,0.23
IN,Code refactoring,0,may,0.3
CA,Content strategy,0,may,0.47
OR,Content strategy,0,may,0.53
OK,Content strategy,0,may,0.58
MS,Content strategy,0,may,0.86
WA,Content strategy,0,may,0.38
MI,Content strategy,0,may,0.57
KS,Content strategy,0,may,0.45
IN,Content strategy,0,may,0.46
MN,Content strategy,0,may,0.45
SC,Relocation and travel,1,may,0.4
VA,Relocation and travel,1,may,0.33
AZ,Relocation and travel,1,may,0.35
CO,Relocation and travel,1,may,0.45
CT,Relocation and travel,1,may,0.42
NC,Animal behavior,1,may,0.41
CO,Animal behavior,1,may,0.6
MA,Animal behavior,1,may,0.37
VA,Spirituality and metaphysical practices,0,may,0.08
NY,Spirituality and metaphysical practices,0,may,0.11
CT,Scheduled reporting,0,may,1.17
IL,Scheduled reporting,0,may,1.32
CO,Scheduled reporting,0,may,1.93
GA,Scheduled reporting,0,may,1.72
AZ,Scheduled reporting,0,may,1.74
MA,Classical mechanics,0,may,0.1
FL,Test authoring,0,may,0.03
NY,Career finance,0,may,0.1
PA,Career finance,0,may,0.14
NJ,Career finance,0,may,0.09
CO,Career finance,0,may,0.08
IN,Research methodology,0,may,0.19
MA,Research methodology,0,may,0.21
CO,Research methodology,0,may,0.09
OH,Research methodology,0,may,0.14
CA,Research methodology,0,may,0.14
VA,Literary analysis,1,may,0.29
CT,Cooking,1,apr,1.25
NV,Cooking,1,apr,1.22
NY,Cooking,1,apr,1.29
CA,Cooking,1,apr,1.22
LA,Cooking,1,apr,1.1
CA,Options trading,0,apr,0.1
GA,Options trading,0,apr,0.09
NV,Game reference,0,apr,0.91
PA,Game reference,0,apr,0.67
CA,Game reference,0,apr,0.55
FL,Game reference,0,apr,0.57
TX,Arithmetic,0,apr,0.03
MD,Discussion posts,0,apr,0.26
WA,Discussion posts,0,apr,0.26
FL,Recipe requests,0,apr,0.15
DC,Recipe requests,0,apr,0.35
MA,Recipe requests,0,apr,0.21
TN,Quality scoring,1,apr,0.22
MN,Quality scoring,1,apr,0.33
OR,Quality scoring,1,apr,0.33
IN,Quality scoring,1,apr,0.28
MA,Quality scoring,1,apr,0.47
MD,Career interview prep,1,apr,0.54
UT,Career interview prep,1,apr,0.21
AZ,Career interview prep,1,apr,0.41
NY,Career interview prep,1,apr,0.71
MA,Career interview prep,1,apr,0.65
NY,Sleep routines,0,apr,0.04
OH,Reply drafting,0,apr,0.37
CO,Reply drafting,0,apr,0.42
NJ,Reply drafting,0,apr,0.35
NY,Reply drafting,0,apr,0.32
MD,Project scaffolding,0,apr,0.17
NY,Project scaffolding,0,apr,0.11
NJ,Project scaffolding,0,apr,0.2
MN,CSS styling,0,apr,0.17
OH,CSS styling,0,apr,0.18
GA,CSS styling,0,apr,0.21
WA,CSS styling,0,apr,0.19
AZ,CSS styling,0,apr,0.2
NJ,CSS styling,0,apr,0.18
AZ,Market research reports,0,apr,0.34
DC,Market research reports,0,apr,0.44
CA,Meeting records,0,apr,0.08
NJ,Login and permissions,1,apr,0.11
AZ,Login and permissions,1,apr,0.14
CO,Login and permissions,1,apr,0.09
CA,Motorcycles,0,apr,0.02
FL,Capital raising,0,apr,0.12
CA,Regression fixing,0,apr,0.03
NY,Legal forms,0,apr,0.11
OR,Other / Unclear,2,apr,0.26
PA,Other / Unclear,2,apr,0.29
FL,Real estate tools,0,apr,0.04
TX,Watches,0,apr,0.05
CA,Organizational intelligence,0,apr,0.02
RI,Document transformation,1,apr,0.71
WI,Document transformation,1,apr,0.65
AL,Document transformation,1,apr,0.91
NC,Document transformation,1,apr,0.74
HI,Document transformation,1,apr,0.86
CO,Document transformation,1,apr,0.77
UT,Document transformation,1,apr,0.73
PA,Document transformation,1,apr,0.64
KS,Document transformation,1,apr,0.86
CA,Intellectual property,0,apr,0.04
AZ,Visual analysis,0,apr,0.15
NJ,Inbox organisation,0,apr,0.23
IL,Inbox organisation,0,apr,0.1
CA,AI assistant features,0,apr,0.06
FL,General wellness information,0,apr,0.13
AZ,General wellness information,0,apr,0.15
NC,General wellness information,0,apr,0.11
CO,General wellness information,0,apr,0.14
TX,E-commerce,0,apr,0.08
GA,E-commerce,0,apr,0.09
IN,Publishing and announcements,1,apr,0.46
AZ,Publishing and announcements,1,apr,0.42
NY,Publishing and announcements,1,apr,0.49
LA,Publishing and announcements,1,apr,0.68
VA,Publishing and announcements,1,apr,0.5
MI,Publishing and announcements,1,apr,0.34
TX,Music discovery,0,apr,0.06
IL,Music discovery,0,apr,0.09
CA,Music discovery,0,apr,0.07
CO,Making music,1,apr,0.21
OR,Making music,1,apr,0.27
OH,Making music,1,apr,0.15
CA,Failure diagnosis,0,apr,0.09
MA,Failure diagnosis,0,apr,0.07
NY,Failure diagnosis,0,apr,0.08
WI,Weight management,0,may,0.35
CO,Weight management,0,may,0.31
NC,Weight management,0,may,0.38
VA,Weight management,0,may,0.35
ID,Weight management,0,may,0.46
DC,Weight management,0,may,0.35
UT,Weight management,0,may,0.46
FL,Weight management,0,may,0.39
NY,Entertainment,0,may,0.05
CO,Entrepreneurship,0,may,0.64
NY,Entrepreneurship,0,may,0.68
DC,Entrepreneurship,0,may,0.51
CT,Entrepreneurship,0,may,0.72
MO,Entrepreneurship,0,may,0.64
OK,Entrepreneurship,0,may,0.75
NE,Entrepreneurship,0,may,0.6
AR,Entrepreneurship,0,may,0.86
NJ,Philosophy,0,may,0.09
FL,Philosophy,0,may,0.1
MA,Philosophy,0,may,0.18
PA,Philosophy,0,may,0.18
TX,Food products,0,may,0.04
MS,DevOps & Infrastructure Operations,2,may,2.64
CA,DevOps & Infrastructure Operations,2,may,2.47
OH,DevOps & Infrastructure Operations,2,may,2.97
TX,DevOps & Infrastructure Operations,2,may,3.11
IL,DevOps & Infrastructure Operations,2,may,2.44
KS,DevOps & Infrastructure Operations,2,may,2.72
MA,Marketing technology,0,may,0.15
MO,Appliance repair,0,may,0.19
NJ,Appliance repair,0,may,0.13
IL,Appliance repair,0,may,0.11
CA,Appliance repair,0,may,0.1
FL,Appliance repair,0,may,0.1
MA,Economic theory,0,may,0.19
CA,Economic theory,0,may,0.09
TX,Economic theory,0,may,0.04
NC,Business strategy decks,0,may,0.1
TX,Business strategy decks,0,may,0.13
GA,Business strategy decks,0,may,0.14
CA,Pitch decks and cover letters,0,may,0.05
TX,Code editors,0,may,0.03
MD,Dietary supplements,0,may,0.1
TX,Dietary supplements,0,may,0.13
IL,Dietary supplements,0,may,0.12
MA,Dietary supplements,0,may,0.09
NJ,Proactive activity scanning,0,may,0.65
CO,Proactive activity scanning,0,may,0.46
WI,Proactive activity scanning,0,may,0.49
MD,Proactive activity scanning,0,may,0.38
KY,Proactive activity scanning,0,may,0.76
IL,Proactive activity scanning,0,may,0.36
NV,Proactive activity scanning,0,may,0.78
WA,Personal logging,0,may,0.26
AZ,Personal logging,0,may,0.22
MI,Personal logging,0,may,0.25
MI,Oven baking,0,may,0.1
CO,Oven baking,0,may,0.1
OH,Oven baking,0,may,0.09
TX,Banking history,1,may,0.05
MI,Software development — other,1,may,1.08
CA,Software development — other,1,may,0.81
MA,Character roleplay,0,may,0.08
GA,Code refactoring,0,may,0.23
PA,Code refactoring,0,may,0.28
MI,Code refactoring,0,may,0.27
FL,Code refactoring,0,may,0.2
TX,Code refactoring,0,may,0.23
SC,Code refactoring,0,may,0.24
WI,Code refactoring,0,may,0.31
VA,Content strategy,0,may,0.43
LA,Content strategy,0,may,0.55
AR,Content strategy,0,may,0.59
UT,Content strategy,0,may,0.5
WA,Relocation and travel,1,may,0.35
OK,Relocation and travel,1,may,0.29
CA,Relocation and travel,1,may,0.37
TX,Relocation and travel,1,may,0.34
NV,Relocation and travel,1,may,0.39
AL,Animal behavior,1,may,0.36
NY,Animal behavior,1,may,0.32
MN,Animal behavior,1,may,0.41
LA,Animal behavior,1,may,0.45
CA,Animal behavior,1,may,0.39
GA,Animal behavior,1,may,0.36
NC,Scheduled reporting,0,may,1.56
FL,Scheduled reporting,0,may,2.21
VA,Scheduled reporting,0,may,1.54
NJ,Scheduled reporting,0,may,1.63
RI,Scheduled reporting,0,may,1.45
CA,Classical mechanics,0,may,0.06
TX,Classical mechanics,0,may,0.06
NY,Classical mechanics,0,may,0.03
NY,Test authoring,0,may,0.03
NJ,Test authoring,0,may,0.08
CA,Test authoring,0,may,0.06
CA,Consistency checking,1,may,0.02
TX,Consistency checking,1,may,0.02
MD,Career finance,0,may,0.1
CA,Career finance,0,may,0.09
MO,Research methodology,0,may,0.15
MD,Research methodology,0,may,0.18
TX,HVAC,0,may,0.06
GA,Literary analysis,1,may,0.15
OH,Literary analysis,1,may,0.18
CA,Literary analysis,1,may,0.29
TX,Cooking,1,apr,1.08
WI,Cooking,1,apr,1.23
AR,Cooking,1,apr,1.51
IL,Cooking,1,apr,1.26
TX,Options trading,0,apr,0.12
OH,Career direction,0,apr,0.27
PA,Career direction,0,apr,0.24
MA,Career direction,0,apr,0.32
DC,Career direction,0,apr,0.31
CA,Precious metals,0,apr,0.03
KY,Game reference,0,apr,0.88
TX,Game reference,0,apr,0.65
KS,Game reference,0,apr,1.2
NJ,Game reference,0,apr,0.57
IA,Game reference,0,apr,1.27
NE,Game reference,0,apr,1.21
AL,Game reference,0,apr,1.13
WI,Game reference,0,apr,1.03
NY,Physical properties,1,apr,0.04
CA,Law,0,apr,0.03
NY,Law,0,apr,0.04
VA,Discussion posts,0,apr,0.24
OH,Discussion posts,0,apr,0.2
MN,Recipe requests,0,apr,0.25
CA,Traveler rights,0,apr,0.02
FL,Sales coaching,0,apr,0.06
SC,Quality scoring,1,apr,0.42
VA,Quality scoring,1,apr,0.43
NY,Quality scoring,1,apr,0.34
GA,Quality scoring,1,apr,0.31
MO,Quality scoring,1,apr,0.29
NJ,Quality scoring,1,apr,0.3
WI,Quality scoring,1,apr,0.26
WA,Quality scoring,1,apr,0.21
MO,Career interview prep,1,apr,0.3
OH,Career interview prep,1,apr,0.38
NJ,Career interview prep,1,apr,0.79
SC,Career interview prep,1,apr,0.32
MI,Reply drafting,0,apr,0.21
MA,Reply drafting,0,apr,0.29
VA,Reply drafting,0,apr,0.32
PA,Reply drafting,0,apr,0.4
WA,Reply drafting,0,apr,0.31
FL,Project scaffolding,0,apr,0.16
NC,Project scaffolding,0,apr,0.11
GA,Project scaffolding,0,apr,0.21
IN,Project scaffolding,0,apr,0.18
PA,Project scaffolding,0,apr,0.13
TN,CSS styling,0,apr,0.19
MI,CSS styling,0,apr,0.18
OR,CSS styling,0,apr,0.25
CA,Market research reports,0,apr,0.39
WA,Market research reports,0,apr,0.35
MA,Market research reports,0,apr,0.38
IN,Market research reports,0,apr,0.25
IL,Market research reports,0,apr,0.33
MD,Market research reports,0,apr,0.34
MI,Market research reports,0,apr,0.29
NC,Market research reports,0,apr,0.33
FL,Login and permissions,1,apr,0.13
MA,Login and permissions,1,apr,0.08
IL,Capital raising,0,apr,0.09
MA,Other / Unclear,2,apr,0.27
CA,Other / Unclear,2,apr,0.29
WA,Other / Unclear,2,apr,0.39
TX,Real estate tools,0,apr,0.06
NY,Real estate tools,0,apr,0.04
OR,Document transformation,1,apr,0.73
KY,Document transformation,1,apr,0.57
IL,Document transformation,1,apr,0.78
AR,Document transformation,1,apr,0.84
TN,Document transformation,1,apr,0.76
FL,Document transformation,1,apr,0.9
MS,Document transformation,1,apr,1.18
MA,Document transformation,1,apr,0.73
MN,Document transformation,1,apr,0.46
ID,Document transformation,1,apr,0.71
MI,Document transformation,1,apr,0.82
IN,Document transformation,1,apr,0.77
AZ,Document transformation,1,apr,0.79
MA,Systems programming,0,apr,0.08
NY,Systems programming,0,apr,0.03
NY,Job offer evaluation,0,apr,0.17
WA,Job offer evaluation,0,apr,0.15
TX,Position analysis,0,apr,0.04
FL,Visual analysis,0,apr,0.12
MA,Inbox organisation,0,apr,0.17
NY,Offensive security,1,apr,0.04
FL,Offensive security,1,apr,0.07
CA,Email platforms,0,apr,0.02
VA,General wellness information,0,apr,0.13
CA,Computer vision,0,apr,0.03
TX,Computer vision,0,apr,0.03
NJ,Publishing and announcements,1,apr,0.55
WA,Publishing and announcements,1,apr,0.49
OH,Publishing and announcements,1,apr,0.41
GA,Publishing and announcements,1,apr,0.59
FL,Publishing and announcements,1,apr,0.45
SC,Publishing and announcements,1,apr,0.82
WI,Publishing and announcements,1,apr,0.59
MO,Publishing and announcements,1,apr,0.54
CT,Publishing and announcements,1,apr,0.43
OH,Report generation,0,apr,0.14
AZ,Report generation,0,apr,0.14
NJ,Report generation,0,apr,0.1
WA,Music discovery,0,apr,0.1
NJ,Music discovery,0,apr,0.1
MA,Making music,1,apr,0.12
NJ,Making music,1,apr,0.19
VA,Making music,1,apr,0.09
NY,Making music,1,apr,0.15
WA,Making music,1,apr,0.19
FL,Failure diagnosis,0,apr,0.08
SC,Quality scoring,1,may,0.38
PR,Quality scoring,1,may,0.54
LA,Quality scoring,1,may,0.3
DC,Quality scoring,1,may,0.63
OR,Quality scoring,1,may,0.22
PA,Quality scoring,1,may,0.31
CO,Quality scoring,1,may,0.32
PA,Career interview prep,1,may,0.54
MA,Career interview prep,1,may,0.51
MO,Career interview prep,1,may,0.33
MD,Career interview prep,1,may,0.37
DC,Career interview prep,1,may,0.55
MN,Career interview prep,1,may,0.34
CO,Career interview prep,1,may,0.3
FL,Career interview prep,1,may,0.24
FL,Order planning,0,may,0.06
TX,Order planning,0,may,0.07
NC,Order planning,0,may,0.06
NC,Reply drafting,0,may,0.33
UT,Reply drafting,0,may,0.61
FL,Reply drafting,0,may,0.48
MD,Reply drafting,0,may,0.25
MI,Reply drafting,0,may,0.29
CT,Project scaffolding,0,may,0.17
MN,Project scaffolding,0,may,0.13
MA,Project scaffolding,0,may,0.14
TX,CSS styling,0,may,0.16
PA,CSS styling,0,may,0.21
CA,CSS styling,0,may,0.15
WA,Market research reports,0,may,0.33
NC,Market research reports,0,may,0.4
CA,Market research reports,0,may,0.38
CO,Meeting records,0,may,0.14
AZ,Login and permissions,1,may,0.15
NY,Login and permissions,1,may,0.08
CA,Motorcycles,0,may,0.03
NY,Capital raising,0,may,0.1
CO,Capital raising,0,may,0.12
NJ,Capital raising,0,may,0.08
WA,Capital raising,0,may,0.1
FL,Legal forms,0,may,0.2
VA,Other / Unclear,2,may,0.28
CA,Other / Unclear,2,may,0.25
OH,Other / Unclear,2,may,0.34
CA,Real estate tools,0,may,0.03
MO,Document transformation,1,may,0.94
CA,Document transformation,1,may,0.75
NH,Document transformation,1,may,0.67
MI,Document transformation,1,may,0.65
KY,Document transformation,1,may,0.97
IL,Document transformation,1,may,0.75
MS,Document transformation,1,may,0.96
CA,Systems programming,0,may,0.04
VA,Job offer evaluation,0,may,0.08
FL,Job offer evaluation,0,may,0.06
NJ,Job offer evaluation,0,may,0.13
TX,Job offer evaluation,0,may,0.11
FL,Position analysis,0,may,0.04
FL,Visual analysis,0,may,0.14
NY,Visual analysis,0,may,0.13
WA,Inbox organisation,0,may,0.27
CA,Inbox organisation,0,may,0.21
OR,Inbox organisation,0,may,0.18
TX,Offensive security,1,may,0.04
CA,Offensive security,1,may,0.04
NC,General wellness information,0,may,0.14
NV,General wellness information,0,may,0.17
